stock,open,low,high,close
stockZ,34191.09,30270.07,49568.49,41403.51
stockT,47983.58,29925.95,50149.60,33681.90
stockF,48402.82,36286.17,54449.45,47804.36
stockW,38252.94,37072.23,39804.65,37361.22
stockI,44100.52,27524.36,50538.86,29444.13
stockW,27295.70,12409.95,39871.43,17221.81
stockH,31490.74,7394.42,35453.60,21646.50
stockU,39551.55,22827.21,45653.28,24917.13
stockX,30724.55,12129.09,37118.01,21770.95
stockJ,29656.98,26365.91,34862.04,28301.05
stockE,56382.35,55738.95,59693.31,56621.32
stockM,34045.88,22910.74,35433.12,25822.99
stockP,50103.95,33237.72,51149.19,44392.74
stockB,35408.26,27070.49,36326.33,29571.26
stockM,48731.91,23789.64,52352.99,39087.93
stockF,23266.69,21279.52,31664.11,24571.43
stockP,34124.44,30211.52,34363.31,33982.50
stockD,28406.60,20903.95,33804.53,25334.04
stockZ,34431.07,19654.96,36746.63,26121.52
stockQ,44307.12,36162.20,45334.97,41414.42
stockD,39247.14,28151.86,54964.60,30972.98
stockM,36749.00,35034.43,42107.52,37251.61
stockK,28252.93,16731.91,51528.90,17319.14
stockA,40726.49,25450.64,44175.81,31330.50
stockQ,51658.60,50662.85,52980.40,51983.73
stockP,27018.38,25845.61,38851.83,34815.25
stockA,47911.80,30735.89,53648.95,47334.39
stockT,37362.53,37071.50,41307.19,39710.98
stockD,38166.81,34694.77,46003.09,39641.12
stockV,46722.81,39922.14,50332.05,48104.00
stockP,44141.93,43836.25,47249.16,44516.93
stockI,43791.43,42059.91,54016.64,46795.65
stockK,39780.44,39420.33,40309.88,39957.71
stockC,24669.72,24424.19,24817.18,24680.51
stockL,43999.17,39630.50,54763.40,51218.67
stockV,48222.76,48126.61,48343.35,48260.82
stockX,33422.03,31536.88,36100.57,35134.28
stockY,36283.02,32448.48,37686.20,36246.47
stockB,35502.72,32696.80,49291.99,46288.54
stockF,32984.82,31626.68,41567.48,35670.69
stockL,34104.21,28812.48,49952.06,44773.08
stockC,23504.08,23323.71,25299.88,23728.02
stockI,70730.89,38718.93,75574.51,57154.52
stockC,27425.43,26399.86,44416.35,42664.96
stockT,36496.36,36103.13,38163.18,37977.61
stockE,18668.79,10786.15,26636.25,19419.11
stockK,34308.01,27917.24,41614.44,40431.60
stockG,27568.25,27233.00,54957.86,35833.75
stockQ,33810.15,27247.45,42814.70,38057.55
stockS,30178.53,24332.65,45754.55,25532.16
stockX,32198.10,25425.84,32788.74,28438.30
stockP,38805.52,33830.10,46004.30,44149.99
stockJ,22407.90,20434.50,44586.18,36082.45
stockC,32714.77,32457.99,34556.16,32547.90
stockW,48474.06,42310.90,51788.70,48143.79
stockW,54121.01,36568.35,59343.60,40024.40
stockA,32797.41,31300.07,49842.79,42790.36
stockL,46629.32,27911.78,48153.64,35359.44
stockN,39922.87,39403.47,43728.60,40511.00
stockF,28301.13,26879.03,29235.03,29128.66
stockL,44907.17,44605.54,45011.54,44813.16
stockF,24878.92,18137.45,46264.35,19112.96
stockN,57862.68,56064.55,58038.15,57276.95
stockK,48127.72,44971.96,56236.35,51970.88
stockW,27520.41,20114.40,29228.92,24370.01
stockW,42756.34,41939.19,43826.04,41968.16
stockB,45269.68,36013.35,45279.47,39457.26
stockJ,41674.54,31725.51,64778.29,46746.26
stockI,27885.72,22715.64,28911.51,26338.36
stockL,36516.05,26245.89,41208.49,37092.19
stockG,22235.86,21347.08,29165.64,26209.61
stockD,40841.51,33075.16,48852.17,43924.94
stockI,36096.15,29598.95,36552.28,32997.20
stockU,50820.17,34923.21,53216.09,38791.70
stockT,31200.49,29178.72,32280.59,30823.25
stockL,44938.60,41920.43,46695.10,45290.75
stockV,32316.84,28170.79,40066.30,36503.38
stockA,27750.71,24521.32,30746.11,30556.48
stockX,28092.06,22945.44,31928.11,23745.84
stockO,46144.57,45270.28,46396.97,45408.03
stockT,36631.70,31943.04,37442.04,32375.81
stockD,29348.77,23408.62,35626.65,33273.07
stockQ,41445.91,41093.45,46839.77,43789.94
stockC,46356.33,38183.93,58074.57,48073.82
stockC,29242.78,15560.49,39095.83,27151.74
stockC,39111.97,34677.31,41236.53,36522.41
stockP,58670.33,27713.31,59387.87,53833.30
stockX,42088.20,42057.73,43197.67,42129.75
stockL,40679.65,30715.64,47045.12,31791.35
stockC,43975.58,40390.26,53654.08,51869.08
stockF,29687.20,23129.11,34018.16,27792.77
stockC,27388.93,6269.75,37869.94,13679.94
stockT,21051.96,11324.91,24495.81,20871.48
stockF,34121.25,26569.79,51756.43,36273.41
stockZ,41724.95,19956.14,44625.27,31910.39
stockZ,47412.16,40544.06,52403.52,51224.58
stockW,40924.71,32136.93,43965.30,34519.27
stockU,16444.06,8051.08,34218.60,33748.79
stockJ,46756.61,44266.16,52861.22,48167.75
stockN,38936.99,32228.43,46633.02,41037.71
stockF,23025.07,20716.85,45154.11,28367.77
stockT,21914.61,21249.25,45972.10,44787.31
stockP,37202.91,27650.42,41816.41,39575.88
stockX,48839.86,48046.22,58794.48,58271.11
stockX,40441.68,30301.17,43932.19,38164.70
stockL,48869.68,47511.86,51515.15,48029.60
stockX,34594.14,29928.22,37405.66,33098.19
stockA,32824.13,21765.13,45524.34,25825.11
stockL,41352.54,37942.24,46608.96,39023.43
stockJ,39319.05,38128.57,41960.51,41320.32
stockD,25610.09,23163.30,40635.99,32028.26
stockM,33110.30,19716.76,35139.33,24841.78
stockI,47224.63,47106.69,50328.18,47178.72
stockS,34508.02,27553.70,40036.85,39606.61
stockR,38080.47,26991.92,39874.01,38289.48
stockS,25043.75,15935.83,27695.46,23116.72
stockM,50585.93,33686.90,53723.84,41397.43
stockT,34654.33,31652.31,36960.04,36530.36
stockO,33929.68,30478.19,35533.86,33191.59
stockT,44711.92,43835.83,47244.39,45786.22
stockJ,39595.81,37073.99,44855.28,39870.92
stockG,34277.04,25489.34,60250.54,48308.88
stockR,40429.08,38984.57,43165.51,42403.05
stockJ,39225.19,29115.37,49979.98,36455.28
stockY,18254.53,17710.41,42933.11,34267.53
stockP,30855.25,28124.00,31418.41,29681.70
stockA,48249.44,34860.48,50424.76,48128.50
stockF,48008.67,41588.36,66693.95,63862.43
stockU,44514.87,32347.65,46481.83,43723.83
stockU,39620.93,34723.51,40031.95,38857.77
stockJ,33700.96,24351.09,37095.52,24565.93
stockV,48996.77,40797.39,50907.92,45590.63
stockT,33277.61,20849.55,42383.28,22736.78
stockF,55911.16,54728.61,56845.27,55524.46
stockS,38618.71,36280.79,39950.12,38013.00
stockL,42216.02,36134.80,42706.30,37351.05
stockV,41956.25,41798.15,41973.03,41805.84
stockX,34299.83,31275.96,49210.58,35859.61
stockZ,43898.67,41164.04,44941.24,41682.41
stockD,35846.62,35660.31,36333.53,35680.98
stockO,20715.93,15683.37,32606.04,22655.91
stockG,33597.11,31454.63,46328.30,31496.76
stockD,32279.00,21980.63,44934.00,38124.44
stockX,26996.52,26637.96,40629.95,35289.60
stockG,39637.36,37714.90,42684.11,40838.99
stockC,47627.98,43202.08,56966.20,46092.16
stockF,33064.73,25064.81,39762.13,32182.97
stockJ,42716.47,33165.38,44931.50,43007.16
stockU,46217.57,44573.38,49882.81,48259.65
stockN,45348.95,41268.92,51938.84,42317.40
stockB,57875.08,53174.76,60237.18,54526.39
stockI,56216.11,42222.14,56350.85,42890.80
stockF,27598.17,23882.64,30238.45,28430.45
stockU,25977.76,20171.02,47604.92,31449.85
stockP,52403.43,46900.23,52811.85,47728.10
stockP,35111.68,33252.58,43806.49,42923.38
stockV,33263.55,32080.85,38889.70,34850.73
stockF,41825.50,31910.07,46841.51,43349.00
stockW,22198.68,16252.12,40583.28,22785.47
stockL,38550.08,26598.05,60932.72,60496.70
stockH,28538.11,21328.75,46607.62,43901.23
stockH,30741.65,25674.76,58729.18,50222.60
stockF,40878.38,29737.42,52235.32,34866.73
stockS,35578.75,32722.59,46054.39,37030.15
stockC,52965.53,52573.98,52967.53,52779.86
stockS,30362.12,25584.90,32869.26,30675.52
stockF,38167.60,25377.30,39940.95,39846.39
stockS,27837.12,27752.64,34614.87,29302.10
stockQ,39008.94,38648.30,39101.06,38918.91
stockL,60717.01,60094.41,62095.36,61579.54
stockJ,48224.88,23441.68,54799.13,27041.32
stockY,31830.51,21428.42,56581.12,41683.79
stockL,33835.52,21957.55,33996.14,26752.86
stockP,46037.83,42659.05,48106.95,44688.83
stockD,49387.48,43108.64,50537.52,43683.15
stockC,32775.24,19482.59,37795.86,22999.13
stockH,40543.67,29964.70,40659.26,32076.17
stockT,38133.60,26861.52,47330.73,34867.76
stockM,14182.65,12252.65,26210.66,19300.44
stockZ,26323.45,19787.55,29596.31,28479.16
stockX,33630.62,33534.15,33645.37,33614.55
stockQ,39982.75,38445.54,46946.64,42483.78
stockJ,44438.23,35518.09,44674.64,38770.08
stockB,42179.54,29647.15,49036.13,46392.63
stockO,40150.39,39652.92,57204.29,55489.74
stockT,29772.98,28363.56,32933.00,29005.48
stockI,38566.82,31032.60,43319.25,37818.27
stockA,33575.54,28364.46,40636.26,36345.73
stockR,35073.52,34640.01,39835.84,35699.89
stockM,39448.35,23670.80,48672.26,46387.64
stockB,36363.85,28650.72,36948.81,32959.52
stockW,44697.01,29198.31,48711.41,38778.87
stockK,51952.62,34474.04,60788.25,53966.37
stockO,39273.35,36120.92,43733.55,40507.75
stockJ,24667.00,21639.55,44439.34,24902.79
stockR,28800.35,23222.08,34828.94,29594.29
stockF,19065.75,9905.33,43861.64,20905.33
stockA,39728.42,35337.42,43979.56,38192.00
stockT,48335.65,37600.30,52246.46,37898.74
stockC,32331.36,32225.87,33185.95,32701.20
stockD,43012.29,39676.19,43439.23,40198.83
stockQ,45475.45,15165.93,52563.10,32122.08
stockC,17140.93,12208.26,22208.77,13774.11
stockC,42050.03,33937.68,43518.13,35875.38
stockT,38841.05,31876.88,41218.28,40999.74
stockU,53671.22,50471.41,57150.01,56971.58
stockU,39105.65,38041.67,52670.22,40792.79
stockH,38630.18,27436.48,39865.29,38045.71
stockR,39154.58,36900.60,39451.39,37148.33
stockA,45817.93,19883.67,47764.93,41856.44
stockJ,23986.66,21110.35,30946.85,22219.43
stockD,32307.13,29749.18,48668.42,34893.11
stockP,40407.49,29727.27,44999.03,36035.39
stockQ,49224.20,49177.92,49345.30,49270.17
stockQ,38577.31,16224.20,44123.54,23508.39
stockP,29107.54,20469.83,55903.87,34022.91
stockN,36355.88,33093.18,50474.47,49932.77
stockP,19760.27,13891.56,31540.40,29609.61
stockP,33479.39,16176.67,35616.65,24176.19
stockZ,39946.75,36477.27,43506.08,40625.43
stockF,18297.34,17787.35,29351.87,23845.28
stockX,48136.43,46654.26,48719.42,47250.86
stockF,31983.39,29172.37,37025.24,29395.98
stockT,47411.30,30968.32,52234.92,38324.23
stockV,40851.90,29503.61,47752.13,44210.24
stockL,56356.99,55840.65,61890.45,59500.82
stockE,58773.91,18616.54,58815.11,27237.94
stockN,39397.10,36273.06,43236.56,40271.36
stockO,45772.49,44152.53,56823.77,50401.59
stockK,31883.67,31583.92,34738.17,33216.67
stockR,48667.41,48648.28,49643.85,49159.76
stockS,47749.31,41912.39,54706.97,54011.20
stockM,53834.15,52862.25,57641.38,54518.57
stockK,35935.48,29526.30,40741.12,33510.81
stockO,29119.20,19773.12,52628.42,42160.78
stockE,32986.29,29424.41,33279.24,29563.10
stockF,30703.54,29106.42,31113.14,30478.82
stockG,30169.70,27788.12,42942.59,39433.75
stockE,37449.41,34227.09,44961.07,36096.09
stockZ,40127.30,38692.64,42012.72,40200.35
stockS,32212.88,14986.84,38948.04,23306.68
stockX,45542.57,36012.30,45992.35,38582.14
stockL,33913.57,23526.62,40999.40,36678.70
stockS,20994.60,20744.44,32157.42,25684.59
stockC,28634.93,25388.47,44004.03,28300.56
stockD,55955.80,32990.45,56131.00,45608.91
stockP,32369.74,29952.89,32604.60,31965.94
stockP,28003.30,20940.95,33970.58,29499.40
stockK,34128.13,32554.74,39191.78,33238.00
stockI,62600.65,52152.11,65864.84,61081.76
stockL,26874.88,26376.10,39244.08,34523.67
stockY,29253.60,25360.68,35526.97,27581.44
stockH,32255.39,29210.28,44232.15,34936.95
stockG,31428.18,27161.15,33867.51,32527.47
stockX,35625.52,35583.02,35746.11,35659.46
stockX,23597.96,21441.78,34585.62,28117.05
stockA,41596.43,33613.76,41897.86,34023.19
stockY,49484.55,36651.44,54910.49,46257.11
stockQ,39488.32,36017.87,44558.68,44268.93
stockG,44287.18,37752.38,44689.64,39832.64
stockN,48849.58,33156.93,56305.33,33415.80
stockS,31588.47,30520.12,33419.06,31213.26
stockS,31261.59,25217.11,33789.57,29397.33
stockF,37891.89,30030.80,55035.06,41746.01
stockQ,57631.82,38396.99,58763.81,47765.96
stockN,35749.70,35517.23,38602.40,35912.31
stockV,39267.34,36827.59,43457.12,39915.78
stockK,53567.95,40786.19,55175.68,46330.71
stockD,49428.94,48877.74,50534.71,49920.51
stockY,36355.00,32931.70,41917.52,38555.49
stockT,34010.50,31489.92,45269.89,40413.08
stockY,44097.98,43531.56,46162.12,45828.11
stockT,36935.58,31093.24,42236.63,36998.02
stockC,27265.44,24223.76,31809.48,29302.02
stockK,28757.11,24289.98,38932.82,24959.87
stockF,31917.79,30588.10,40343.26,38834.57
stockJ,47364.46,43999.63,49691.85,44609.99
stockQ,45552.57,44624.36,46532.42,45635.23
stockV,48897.28,43284.21,50387.46,48378.34
stockD,45257.38,43236.90,45811.98,45737.58
stockD,26355.14,21212.18,53099.45,39996.64
stockE,31426.46,28173.51,40659.03,28685.77
stockT,15480.03,13918.39,19938.22,15133.39
stockH,41716.38,38077.36,45512.43,43089.91
stockG,51085.06,23855.14,57392.26,51761.69
stockE,23393.11,22260.13,52770.79,29935.33
stockJ,27712.63,27700.00,27784.61,27766.40
stockF,43821.50,41440.31,44559.11,44337.86
stockL,30387.76,29923.82,41860.11,29958.17
stockT,29823.66,29516.90,41530.86,33141.65
stockO,23974.72,21812.29,28280.03,23098.18
stockA,13617.58,12338.43,39278.54,22972.29
stockN,42537.80,29488.58,53154.52,35553.52
stockD,39193.60,38812.40,39809.88,39654.86
stockT,45180.06,44529.66,51579.37,48403.40
stockA,31671.70,31047.32,41596.65,34433.22
stockV,42667.95,21606.95,46156.86,40328.61
stockX,25100.01,22442.03,39155.88,24239.27
stockO,27913.99,25945.23,40239.35,26539.44
stockO,46974.77,32029.41,63507.04,51075.93
stockI,33772.90,31874.43,38690.13,36387.31
stockI,46722.83,34122.91,46916.23,38898.00
stockY,25259.37,23003.14,31114.28,25394.46
stockF,46288.57,40722.96,57823.91,54547.34
stockV,40061.17,39766.38,40450.26,40424.00
stockE,53511.86,11588.23,57672.71,38813.56
stockL,49734.48,37026.28,50699.85,39968.14
stockB,29625.17,24392.85,31983.27,27637.14
stockJ,26644.43,23748.03,31217.68,25618.84
stockD,44859.72,26512.18,50444.70,39614.76
stockM,36117.52,34453.77,42213.77,36096.94
stockK,39826.03,35497.08,47577.74,39992.73
stockU,30399.24,30193.00,30764.82,30709.17
stockW,52768.43,52639.98,53019.14,52862.02
stockZ,38129.93,34441.82,39644.28,36116.62
stockT,45346.48,41880.89,50015.63,47185.99
stockP,21463.09,20101.57,32202.56,28542.41
stockM,41386.97,24484.48,48157.40,31399.04
stockK,51166.08,40753.98,56135.19,44916.32
stockF,34879.54,29383.69,45528.09,31646.53
stockM,39619.61,38815.13,40151.58,40010.99
stockV,37140.57,30345.62,40710.62,37852.57
stockN,40319.17,39215.90,40971.39,40157.14
stockB,32359.33,23746.33,36794.87,26341.79
stockG,34546.51,30088.08,41883.07,35914.73
stockJ,53455.13,42091.67,56442.30,42619.20
stockV,34206.91,32012.84,38587.08,37467.35
stockH,42712.86,39036.08,44126.49,41943.14
stockI,42799.76,37345.97,43268.74,39451.35
stockH,30902.74,27817.40,33959.31,32724.13
stockZ,39955.66,37326.46,42724.07,39733.62
stockZ,33340.28,32228.67,35998.29,34386.28
stockY,31068.23,22123.09,35906.98,28288.80
stockI,53399.46,43077.38,55240.81,49294.39
stockT,32541.87,26522.27,34282.92,33010.04
stockG,36728.24,36270.92,38546.23,37194.89
stockT,59229.65,54463.81,59431.22,58630.76
stockJ,28070.72,26850.93,30786.35,30075.83
stockD,36131.06,34443.64,36137.63,35661.56
stockP,38561.79,34997.48,44021.94,37049.84
stockA,15880.79,15411.92,32536.87,29004.62
stockE,46085.56,43666.54,49271.07,45660.48
stockW,49829.17,32370.28,52012.10,33200.05
stockG,22562.37,21745.77,37612.98,28911.66
stockP,28871.35,28453.08,29685.02,28675.51
stockE,56422.78,53191.28,56491.65,53542.97
stockY,39378.82,38957.22,42412.63,39107.47
stockS,43244.39,37195.82,56484.12,56242.20
stockK,53664.66,23583.47,54369.07,33319.46
stockA,32747.12,18485.83,45524.94,29320.64
stockX,43136.84,43054.02,43666.99,43491.60
stockS,46576.28,45647.59,48337.06,45889.58
stockK,28858.33,17323.63,37611.57,36534.84
stockW,33905.22,32218.06,36506.52,33652.23
stockN,41508.42,38293.44,42937.68,38356.72
stockP,25497.49,14164.57,43956.10,19712.17
stockU,50779.09,39859.38,61336.05,54435.22
stockW,28748.51,28691.60,32949.11,29194.90
stockP,52204.77,44970.80,69927.57,61214.87
stockF,29555.02,24152.96,32963.79,29150.78
stockS,50542.28,45776.26,57712.35,49076.41
stockP,43573.23,41076.53,52136.09,47541.55
stockG,49129.80,27172.87,53153.20,43719.15
stockY,48820.59,29893.85,65665.66,41736.04
stockQ,36286.18,35991.66,36378.40,36207.27
stockY,32804.26,26372.28,55393.80,43282.00
stockL,50679.08,28877.13,52607.35,31521.53
stockM,46695.75,37195.65,51332.55,50137.21
stockW,24828.98,21744.56,27012.36,21795.07
stockJ,40251.56,40115.77,40283.54,40266.49
stockO,17110.40,15620.49,19817.38,17786.91
stockI,35012.61,34091.94,44384.92,39702.77
stockH,46855.71,33310.24,55760.03,47788.37
stockU,33184.19,25399.23,34079.82,27306.16
stockN,35969.15,25744.38,43182.68,40640.32
stockN,43573.68,32012.67,48431.07,34789.75
stockG,26262.25,22956.88,32014.35,30838.06
stockM,53431.50,37307.37,56324.37,38798.66
stockZ,22153.38,20684.97,35523.20,29878.08
stockO,34134.11,27994.88,41207.22,38138.60
stockN,28870.63,25060.17,33812.01,31413.93
stockY,23111.99,19819.47,47032.22,20229.22
stockV,29536.35,12292.43,36064.09,24911.12
stockX,40265.52,37146.79,44184.88,38138.10
stockI,46925.24,25362.85,59830.14,27710.06
stockF,35525.28,23492.05,39816.29,27135.84
stockU,35767.52,33696.59,45776.21,35657.37
stockS,42240.03,40751.20,52292.26,43248.07
stockV,45143.50,37396.53,50519.02,40251.99
stockX,33092.05,23169.52,35650.00,27206.29
stockK,53269.89,44897.23,54590.73,48897.33
stockE,31677.66,22705.40,47600.30,43604.29
stockS,24553.26,24051.91,34811.54,27129.11
stockS,38697.03,37514.89,38806.91,38743.86
stockO,22719.59,18656.71,25556.10,22701.14
stockP,40687.30,40574.10,45222.69,44869.15
stockI,25510.14,22184.69,31614.80,25583.78
stockB,18591.26,12595.57,42133.97,26756.75
stockR,39845.23,36959.05,43114.38,41658.84
stockL,40971.21,40966.79,41117.35,41036.77
stockD,44933.34,39635.57,47355.17,42401.72
stockN,44026.85,37270.65,49821.78,49483.19
stockO,29802.35,2986.72,34014.98,23156.71
stockU,31539.99,30318.63,48187.71,32394.59
stockK,26289.07,23782.26,26758.07,25217.51
stockL,41328.42,16873.45,46411.92,19082.40
stockU,35099.39,34904.18,35495.82,34986.72
stockN,42801.76,30004.45,46474.74,39036.61
stockG,35670.71,34926.69,38097.90,35704.06
stockU,36475.81,34578.12,50139.43,46100.76
stockA,55931.69,49549.28,59997.74,51635.42
stockS,45561.43,40699.01,47518.41,42520.78
stockN,37522.92,23835.12,50584.73,30022.38
stockA,34182.53,25113.31,37377.45,36258.99
stockR,35416.09,33819.21,37096.61,35141.21
stockP,45594.06,30724.63,47033.07,32304.73
stockU,43859.53,34717.37,44982.71,37098.37
stockO,20302.07,15514.64,31321.77,24466.77
stockU,40732.55,35469.81,44373.64,35637.71
stockA,43339.34,28831.31,44536.39,40036.95
stockB,46210.59,39804.03,50155.87,48836.68
stockN,36992.38,10756.42,47088.07,18038.83
stockZ,42950.29,35389.70,53435.89,44110.81
stockR,28557.05,25829.40,29541.78,29320.01
stockR,49517.23,45072.00,55093.20,53342.70
stockF,35688.78,25841.87,38419.99,30062.86
stockU,45728.42,45548.68,46211.85,46049.07
stockB,37455.31,11193.06,51022.77,29999.43
stockF,53358.80,45915.15,64465.78,52583.62
stockR,28103.42,24063.59,40618.65,39987.63
stockN,39891.53,39422.06,40287.51,39718.50
stockA,44866.00,28934.20,58331.90,46968.69
stockC,43494.64,34674.47,52395.61,40696.62
stockU,44178.60,26457.27,48839.01,31772.31
stockS,34099.56,26603.24,44792.63,40634.37
stockF,46095.80,29925.63,48765.06,32047.38
stockH,33645.01,33506.66,54248.52,42201.33
stockW,39589.80,27999.08,49188.91,41205.50
stockX,41984.58,31794.39,43384.56,38613.90
stockT,33587.25,31442.76,41416.16,33342.80
stockO,33449.64,17139.75,47106.93,31550.22
stockE,18322.85,8153.54,26994.76,10649.79
stockI,33200.63,31256.85,37189.86,32136.17
stockH,33502.33,31980.75,33639.41,32054.90
stockQ,41469.54,37953.98,58440.81,56075.51
stockD,43594.94,40700.47,43767.56,41433.08
stockN,37930.57,31925.83,52672.37,38711.60
stockG,42768.80,38767.52,43940.06,42325.17
stockQ,37631.78,36458.49,40265.74,38421.42
stockA,49310.64,48245.13,49435.71,48769.79
stockU,34557.53,26000.64,40225.26,30614.58
stockV,29438.02,27321.14,30303.76,29432.17
stockL,28210.17,28199.87,30277.07,28335.01
stockG,32115.39,31507.88,32576.14,32187.36
stockT,32854.22,17876.31,47416.95,25834.79
stockS,26964.68,26578.18,28849.35,27290.60
stockC,46143.07,44828.27,46528.12,45400.66
stockB,35194.19,33140.34,36961.27,36824.62
stockW,42377.10,29261.06,46098.54,35397.28
stockV,45581.20,36887.40,49652.72,41733.47
stockH,34054.78,25665.93,35008.64,30847.48
stockW,45268.20,44857.08,45355.40,44959.62
stockK,42231.91,39795.12,46564.54,41430.65
stockL,57979.42,45180.78,61753.19,55675.72
stockD,31413.02,23599.09,48465.02,35716.83
stockX,39062.14,36746.92,41007.92,37797.04
stockD,33571.38,30527.07,42377.02,37435.91
stockU,45691.36,43697.67,46934.17,45051.63
stockO,37789.14,37738.86,38259.73,38073.30
stockZ,46142.80,45878.50,46836.56,46230.22
stockL,36639.06,33419.13,49337.68,33676.63
stockV,38662.97,24121.51,40208.39,28250.39
stockY,33934.73,33490.08,42245.46,41128.71
stockW,35496.99,35300.08,36008.36,35503.43
stockO,42906.57,42497.27,43059.13,42825.20
stockQ,32985.84,27888.32,39684.32,28969.81
stockX,22775.84,10325.63,48055.84,45763.44
stockP,22234.99,17363.89,23200.46,19194.72
stockU,8727.51,4589.58,32688.26,20480.43
stockM,34213.15,16954.74,39306.45,32203.79
stockB,41201.07,37266.97,46324.90,38731.24
stockJ,40093.98,38613.39,41736.07,40704.21
stockP,35987.24,31822.19,37637.50,34154.28
stockH,32196.51,30454.19,42137.50,38978.29
stockI,38230.07,35039.92,52440.53,38183.80
stockZ,28643.27,13742.35,31118.87,27256.78
stockL,49025.62,45168.84,55164.77,54764.24
stockI,31626.24,31211.08,32157.68,32116.52
stockW,28221.66,27247.95,28414.82,28311.54
stockF,31465.25,22567.84,37860.72,30503.71
stockE,40410.85,35406.20,45343.04,38380.96
stockJ,31503.97,27161.33,59635.26,40744.94
stockW,37321.16,26763.05,50936.92,48798.96
stockF,61806.19,24494.05,68810.22,62251.44
stockZ,33198.09,32907.43,41958.29,35122.31
stockB,46375.33,46193.23,46720.24,46279.15
stockA,72722.76,47601.45,74035.01,48154.16
stockC,23858.35,20208.49,28578.36,24267.62
stockC,44174.30,40075.21,50739.49,43015.49
stockY,42844.47,41259.54,43475.20,42769.27
stockI,50578.54,7375.13,51812.58,32921.93
stockK,25696.57,23528.70,58193.03,39355.02
stockO,49835.52,25088.94,60717.60,29392.00
stockE,40971.13,39623.57,41784.53,41023.57
stockS,33583.70,32876.55,39955.43,33454.37
stockN,46168.38,43569.93,57446.38,52936.09
stockX,28868.60,24726.25,42740.39,42268.84
stockU,28237.05,15011.27,57297.50,31901.40
stockT,52214.01,48609.70,59058.44,53663.95
stockO,50792.76,39705.32,53201.58,46998.93
stockL,42842.92,33871.47,45980.40,40551.64
stockL,47833.71,42046.56,55665.93,50719.55
stockO,47142.44,37649.79,68431.66,43452.23
stockI,36544.88,29702.01,52014.43,43052.65
stockX,43757.55,13161.26,45046.50,33030.94
stockZ,34251.95,16907.71,48272.22,29318.51
stockF,46825.07,38391.50,54782.91,46620.78
stockZ,29861.40,15899.56,35949.76,33370.63
stockS,44348.25,42996.12,50598.47,47655.90
stockN,31465.55,30209.59,35042.11,31664.46
stockB,41249.76,40672.87,42225.46,41828.05
stockP,22988.68,3682.20,54754.79,39996.78
stockL,42242.32,36841.16,42429.22,41294.18
stockY,38448.14,28072.46,58309.40,45741.45
stockU,47996.49,31766.57,49441.46,49226.78
stockO,57487.65,56705.05,57525.54,57301.16
stockX,41880.70,38866.67,43771.95,41096.14
stockP,39960.61,27034.28,40835.49,28105.20
stockH,39648.63,27354.39,43138.47,35278.48
stockF,33013.56,25748.03,36196.01,25931.88
stockC,23191.98,18725.24,45210.76,29112.03
stockQ,32084.92,23865.52,41237.34,24645.32
stockB,40249.95,36470.07,43194.11,41856.97
stockN,23729.52,22154.11,43702.13,24544.75
stockR,46999.86,39124.92,53937.80,46931.95
stockR,39512.65,17587.90,42024.82,25351.97
stockD,40827.14,14380.03,60585.23,60420.93
stockG,48182.15,47788.03,48253.82,47871.99
stockR,32787.12,30598.46,37452.57,36480.55
stockF,38499.34,32573.24,48783.68,40401.75
stockK,32247.53,31701.98,32847.89,31872.17
stockJ,53469.43,45248.19,54925.75,52273.27
stockF,23446.43,19666.97,31049.50,28010.79
stockL,30057.32,28416.42,46128.09,44458.64
stockL,60358.93,38540.16,62042.53,55400.70
stockU,50811.32,40338.50,57342.41,45682.75
stockE,32322.78,28718.65,34641.81,31690.45
stockV,37300.39,35801.66,38788.43,37974.45
stockR,30135.16,30115.26,30470.72,30394.30
stockI,26836.15,26332.12,27391.60,27173.85
stockH,37855.73,25932.83,48453.72,48329.95
stockK,13803.59,12653.03,54382.46,52763.71
stockT,48737.98,37961.45,52344.37,49442.10
stockT,46242.59,28447.32,51400.10,32634.47
stockZ,51155.92,50736.20,51644.09,51048.59
stockE,43939.37,33346.85,46604.96,36152.98
stockL,46728.58,24254.26,47575.13,25242.97
stockF,40861.17,31552.76,56215.81,33616.77
stockF,40896.18,37427.98,41913.67,37553.67
stockW,32612.88,26945.12,35322.55,34021.33
stockY,24822.56,21430.92,29762.16,26289.19
stockO,35306.22,28259.35,40009.88,30064.96
stockX,41748.96,39610.57,45874.75,41023.03
stockZ,25627.89,25620.87,29117.62,28909.77
stockS,32997.87,25593.01,46125.71,25760.45
stockA,48743.67,39629.64,51554.98,43326.85
stockM,30196.88,29323.62,65649.68,37184.66
stockC,34152.78,30866.47,41663.07,31172.88
stockK,32448.29,31030.16,37441.48,36063.83
stockA,39499.08,37859.37,44114.93,38471.87
stockJ,49052.43,46442.38,55595.38,52164.62
stockQ,44731.61,43774.16,47583.33,44618.23
stockW,17589.90,15858.99,28450.04,25240.89
stockN,61534.90,58758.53,65148.69,59480.19
stockJ,31110.06,25030.96,34809.11,29203.61
stockS,47321.26,17892.21,56358.22,41279.15
stockW,25645.47,24716.70,36005.82,34923.09
stockW,25093.45,17208.20,37607.70,32127.21
stockQ,19883.35,12605.45,20145.81,16192.75
stockC,31167.38,29886.62,33795.53,32540.43
