stock,open,low,high,close,timestamp
stockX,32013.21,27242.35,44129.67,32539.51,20:43:50.267
stockR,37530.77,37111.08,40381.25,39375.94,20:43:54.554
stockV,42895.93,33216.69,42909.38,34547.24,20:43:55.553
stockN,41274.69,21252.18,41305.25,28127.82,20:44:25.269
stockI,61990.51,40905.64,66163.27,65130.24,20:44:29.348
stockA,31943.17,24526.20,37895.13,25845.65,20:44:31.442
stockF,43364.79,42532.09,50490.15,44752.65,20:44:44.979
stockH,43142.44,38673.97,51183.42,45182.18,20:44:58.839
stockK,50715.23,34686.14,51193.07,47283.79,20:45:02.620
stockH,56094.99,38641.04,62709.81,61779.65,20:45:05.891
stockJ,44612.49,27403.95,47416.18,29017.93,20:45:18.645
stockY,43728.92,34290.69,45575.35,36115.05,20:45:21.047
stockY,28834.45,15247.26,37327.99,17288.87,20:45:30.319
stockY,39815.73,39791.99,39836.93,39825.70,20:45:39.807
stockN,37156.32,31308.89,45831.87,32345.04,20:45:49.990
stockR,29386.20,27235.44,45881.33,27478.95,20:45:51.898
stockW,35280.37,35264.52,40058.65,35828.57,20:45:52.129
stockE,38068.48,36481.50,38332.67,37824.86,20:46:11.436
stockR,33084.79,32395.88,34896.33,32552.19,20:46:21.589
stockW,41741.66,33384.99,45122.79,42089.65,20:46:22.566
stockX,46487.53,44659.18,58068.68,51655.87,20:46:23.809
stockB,50288.69,26732.85,61895.76,36245.32,20:46:31.692
stockH,13111.03,11221.20,14128.87,11368.80,20:46:32.217
stockR,44200.05,38240.15,52241.68,40657.47,20:46:37.859
stockI,32877.21,19182.58,33529.15,25887.08,20:46:39.043
stockW,39053.99,34422.11,44854.08,36633.13,20:46:56.299
stockW,22032.30,15953.45,32800.44,25966.50,20:47:03.803
stockY,33010.70,30036.77,36956.41,35087.40,20:47:10.162
stockK,45423.98,13494.59,48970.01,15670.52,20:47:14.969
stockW,35363.68,34986.99,39513.71,38738.93,20:47:15.673
stockN,37327.48,30770.74,37428.97,36167.99,20:47:15.945
stockW,39765.92,20134.17,46725.46,21149.34,20:47:38.601
stockM,35734.61,34766.39,40023.43,38052.48,20:47:42.138
stockB,55561.88,28829.15,71122.20,63899.57,20:47:44.662
stockK,18676.89,7290.27,40418.06,32238.11,20:47:48.319
stockZ,58585.04,25334.83,69717.14,41381.63,20:48:09.360
stockM,37230.47,35444.16,51742.40,36855.24,20:48:16.452
stockV,39900.58,30468.82,40683.90,32010.05,20:50:19.528
stockG,11478.22,7421.56,35919.30,9844.60,20:50:24.853
stockJ,34069.05,26049.08,50282.27,33999.20,20:50:25.117
stockM,37145.05,36874.66,39861.21,37712.63,20:50:31.144
stockW,66109.45,24062.32,73840.47,41178.79,20:50:34.551
stockA,31397.12,19721.59,38263.16,32049.69,20:50:35.911
stockP,18205.95,16050.82,25063.39,22910.68,20:50:58.625
stockN,32254.04,32067.76,32530.07,32143.95,20:51:03.342
stockH,40050.13,35266.55,40605.74,39703.77,20:51:10.433
stockP,44941.20,44541.73,45291.17,45038.87,20:51:10.580
stockD,36680.46,35090.98,42307.56,39716.76,20:51:11.813
stockN,26381.48,23023.85,41607.12,33758.19,20:51:13.661
stockW,32160.38,29330.07,37821.36,30319.52,20:51:14.750
stockI,23299.04,14796.41,23640.43,22319.67,20:51:18.016
stockN,44008.76,40157.49,46365.08,41396.80,20:51:19.578
stockG,39791.62,33946.14,40262.81,38820.75,20:51:20.720
stockP,47552.54,44351.48,53221.21,44808.00,20:51:36.126
stockG,38641.37,13381.11,41395.63,23638.47,20:51:45.877
stockN,18612.24,8302.39,53923.01,49268.76,20:52:08.371
stockW,38454.91,26045.85,39287.66,38587.00,20:52:11.477
stockL,29241.66,27059.31,46851.67,38123.23,20:52:15.559
stockO,30507.98,21912.16,37806.24,22259.68,20:52:18.599
stockD,53944.03,41901.42,57723.25,54623.25,20:52:24.168
stockN,21719.99,16956.76,26460.46,26052.93,20:52:28.861
stockQ,44877.46,44231.13,51678.97,49508.00,20:52:30.149
stockB,30615.27,30285.09,32481.55,31174.75,20:52:37.403
stockK,37101.50,36100.88,44382.21,38645.04,20:52:56.106
stockN,19139.91,17673.92,50145.91,50050.42,20:52:58.469
stockI,39771.55,27271.87,49323.98,37626.07,20:52:59.719
stockI,47336.75,42969.69,51057.20,46192.64,20:53:06.020
stockW,41780.76,41412.39,43337.91,43303.64,20:53:08.590
stockV,44406.78,32671.28,47708.30,44335.83,20:53:18.325
stockC,36301.16,35327.78,40108.41,38549.11,20:53:23.201
stockQ,49901.26,41041.10,53396.96,52839.34,20:53:26.638
stockC,27756.80,25673.32,33247.97,27902.51,20:53:35.118
stockW,37031.66,31891.22,41044.85,39223.76,20:53:40.885
stockT,44707.62,29930.02,53538.02,46883.44,20:53:42.695
stockZ,42394.53,42108.50,42494.07,42182.15,20:53:49.185
stockX,50409.27,41604.13,52761.81,50684.99,20:53:49.590
stockZ,25997.09,15807.71,44249.71,18425.78,20:53:54.258
stockE,32569.20,30105.26,33855.21,30258.34,20:53:57.716
stockH,44951.99,14365.29,61951.66,45190.18,20:53:59.394
stockM,44686.16,37335.03,50783.71,50182.84,20:54:02.222
stockV,50450.00,50323.31,51193.75,50859.13,20:54:24.902
stockE,44091.68,40120.39,51141.10,48036.33,20:54:32.079
stockW,38783.99,18165.17,42988.97,22226.76,20:54:38.264
stockC,32106.34,31137.84,32189.27,31524.97,20:55:13.213
stockP,41417.18,38720.61,41816.43,40330.68,20:55:25.647
stockP,43586.80,39074.57,45116.78,40238.10,20:55:26.082
stockL,31386.94,27424.46,35181.23,31747.76,20:55:28.551
stockY,43155.35,36179.46,48687.92,37942.61,20:55:30.878
stockE,36367.72,36037.35,46758.98,43644.09,20:55:33.664
stockM,41598.02,21455.23,46580.84,36430.74,20:55:42.129
stockF,50674.27,29234.42,60356.14,53875.44,20:55:49.462
stockV,40975.29,40763.58,41068.80,40774.93,20:56:35.469
stockI,25281.44,23254.13,50215.51,41847.05,20:56:36.216
stockW,56945.46,32756.59,63001.14,42484.71,20:56:36.363
stockJ,27366.20,26920.90,52102.61,51106.60,20:56:41.177
stockP,35415.33,35251.46,59711.06,40489.57,20:56:52.418
stockW,43254.14,38881.63,47352.32,42552.24,20:56:56.028
stockG,31202.07,28501.18,51243.62,39531.74,20:57:11.958
stockL,35581.17,27691.50,43956.31,31292.97,20:57:17.327
stockG,29990.76,22486.42,35987.95,25564.50,20:57:29.339
stockS,42976.85,36568.01,44567.63,44401.63,20:57:32.768
stockF,28482.92,23825.68,41510.26,33115.76,20:57:38.072
stockF,55465.60,41367.48,69779.91,46359.37,20:57:43.672
stockU,25787.56,25612.81,26139.93,26101.38,20:57:56.702
stockQ,33683.94,27615.70,33791.23,29107.15,20:57:58.984
stockG,49793.60,29570.45,66030.56,36787.62,20:58:03.477
stockA,35319.24,25022.09,42364.76,39749.70,20:58:04.198
stockO,63046.47,44899.79,66374.59,53113.74,20:58:08.687
stockY,55257.19,54927.78,57186.15,57005.24,20:58:31.800
stockO,36847.97,19000.43,40221.74,39926.37,20:58:33.610
stockN,35505.74,34839.11,48220.00,42011.97,20:58:34.051
stockX,34246.75,19287.65,37877.56,21840.34,20:58:39.748
stockF,36337.06,33888.88,36557.24,34255.36,20:58:40.505
stockT,27597.39,27213.45,31134.67,29173.36,20:58:40.507
stockO,41649.97,18138.01,58864.31,39074.11,20:58:41.139
stockI,48046.51,44588.85,52263.26,49288.63,20:58:42.071
stockV,29325.15,29044.55,29558.75,29232.12,20:58:46.773
stockE,34781.59,29009.99,44848.44,38398.56,20:59:00.607
stockB,48817.87,46450.33,50483.38,48267.57,20:59:20.935
stockF,34085.78,33553.82,35995.02,34017.65,20:59:21.640
stockO,29012.04,28884.61,31637.35,31270.03,20:59:29.417
stockF,45373.50,43827.59,46957.75,45907.72,20:59:33.980
stockA,35207.66,22392.13,42474.54,30783.70,20:59:49.091
stockW,38831.93,37059.79,39853.54,37137.70,20:59:51.065
stockT,31385.93,30620.87,33795.23,32327.36,20:59:57.334
stockO,54942.13,50214.68,65802.74,61930.94,21:00:13.882
stockD,35654.90,13581.82,36775.27,15537.75,21:00:28.614
stockX,54748.62,45883.44,57030.62,48138.33,21:00:41.505
stockE,37973.26,30691.79,37983.35,32410.40,21:00:45.980
stockP,46977.99,37771.89,47828.24,45923.33,21:00:59.457
stockT,25507.19,25294.27,26291.26,25803.05,21:01:12.093
stockA,29034.97,21114.97,36194.79,29355.70,21:01:14.646
stockW,33131.05,27351.75,49280.18,29278.14,21:01:20.320
stockV,25698.11,19315.47,41596.65,36925.60,21:01:30.895
stockJ,45060.74,42440.62,45642.31,45078.15,21:01:48.467
stockI,34289.21,33715.63,43490.15,37450.15,21:02:06.217
stockX,30198.35,27134.55,69953.07,31686.75,21:02:09.870
stockO,20877.22,13420.46,31072.95,14524.99,21:02:27.461
stockV,31924.73,30606.03,39439.03,39271.08,21:02:32.977
stockZ,31925.37,27691.23,49566.64,38574.81,21:02:34.603
stockE,30134.80,29977.61,31797.66,30306.47,21:02:40.714
stockS,44978.41,42038.38,52328.43,48685.54,21:02:41.056
stockX,36928.97,35932.06,51184.18,37384.30,21:02:47.026
stockL,59461.27,40939.83,60350.10,52000.17,21:02:48.062
stockC,53453.43,29808.18,53586.62,45103.70,21:02:57.965
stockQ,44539.59,43680.26,45800.06,45261.71,21:03:04.748
stockS,33253.71,31486.85,43520.52,33184.64,21:03:08.913
stockM,32132.08,28230.61,41286.97,32779.44,21:03:22.837
stockN,21851.52,20313.94,37899.28,23924.60,21:03:29.253
stockH,39132.37,38749.41,40292.05,39169.04,21:03:38.026
stockL,44440.88,31576.01,45370.93,42698.95,21:03:38.146
stockY,31504.64,29082.85,33538.45,30344.09,21:03:46.863
stockZ,52278.85,37571.64,56853.01,49368.90,21:03:54.887
stockT,31341.45,24644.55,32916.50,31727.96,21:04:00.444
stockZ,32606.00,23448.02,34762.09,24797.03,21:04:11.839
stockI,29363.55,22433.04,38750.87,24957.09,21:04:18.701
stockH,36288.29,34144.31,36542.53,34714.51,21:04:23.090
stockQ,24916.70,23308.76,60321.59,35231.92,21:04:52.897
stockL,39068.39,27367.67,53556.75,43272.89,21:04:58.533
stockW,47616.91,46872.69,55339.99,54527.68,21:05:07.300
stockH,49287.09,48337.68,52207.41,50176.80,21:05:18.577
stockC,25085.31,20138.84,37805.17,28474.15,21:05:33.902
stockB,40433.37,40023.22,40799.79,40650.86,21:05:41.246
stockB,29085.00,26632.20,41424.20,39853.24,21:05:45.790
stockF,48131.10,46274.05,59524.09,49375.75,21:05:46.244
stockN,33560.36,33306.13,33606.97,33593.51,21:05:49.095
stockH,43299.57,39481.53,46447.21,40380.01,21:05:54.867
stockD,26407.48,22858.03,35367.92,32198.18,21:06:02.024
stockD,45316.73,44876.59,46244.47,46123.34,21:06:04.571
stockA,39207.16,38988.21,39319.84,39297.03,21:06:11.503
stockH,35069.56,27564.35,49519.37,41813.01,21:06:17.682
stockQ,32324.31,31903.29,47209.43,36789.18,21:06:19.607
stockH,41423.27,41315.61,42427.03,42160.62,21:06:24.354
stockA,44839.37,39513.08,48118.63,40534.35,21:06:27.364
stockF,35448.11,27507.68,39375.69,32682.19,21:06:44.203
stockL,40090.33,37180.59,45668.71,44981.57,21:06:44.257
stockY,44340.71,41041.88,45590.86,45128.43,21:06:47.313
stockL,31145.71,27279.40,31719.33,28598.19,21:06:50.839
stockN,34382.62,34124.63,34841.10,34468.91,21:07:08.339
stockQ,54523.23,52261.07,54669.68,52887.01,21:07:16.122
stockQ,47085.96,34313.14,51718.39,37685.97,21:07:17.666
stockD,42741.56,35516.68,49260.01,38503.66,21:07:38.596
stockJ,41069.87,40625.38,46017.75,43250.34,21:08:03.204
stockB,29433.76,24140.74,57042.40,46536.28,21:08:08.146
stockB,53433.35,39262.84,55090.01,40009.65,21:08:14.029
stockR,36072.47,34880.02,60304.11,52112.81,21:08:41.434
stockE,29367.60,25689.39,34537.29,32917.44,21:08:42.424
stockS,51407.74,29647.55,59789.53,48318.22,21:08:42.579
stockV,23428.51,19769.02,46309.70,37240.95,21:08:52.661
stockC,45976.99,26990.08,52146.67,50674.15,21:09:04.469
stockM,32471.92,29721.01,48389.26,47588.48,21:09:08.460
stockC,35237.62,31747.06,35405.73,35036.88,21:09:12.556
stockK,39972.54,35609.31,46753.48,39875.73,21:09:23.585
stockP,45505.22,40730.82,47341.41,43674.89,21:09:23.953
stockX,29667.58,27643.03,38866.98,32176.49,21:09:26.071
stockD,36585.37,30832.24,36998.41,31478.80,21:09:37.084
stockI,50141.58,49476.89,65645.61,49550.90,21:09:43.165
stockO,40696.50,29852.33,50343.27,38552.99,21:09:43.244
stockJ,22164.07,22106.79,22224.39,22109.48,21:09:53.744
stockK,34377.81,27454.06,38932.97,29518.63,21:09:59.710
stockS,43445.95,33305.69,50861.22,43233.04,21:10:01.235
stockN,41908.83,27906.02,48419.08,36015.04,21:10:18.314
stockK,41482.06,41296.63,42068.11,41937.29,21:10:37.642
stockW,52026.42,45124.68,53229.38,49280.31,21:10:50.779
stockV,52115.30,42855.90,52673.22,48570.86,21:11:02.056
stockE,36233.40,30598.50,50971.17,35085.02,21:11:07.278
stockW,51514.20,47741.57,57233.01,53053.31,21:11:09.901
stockN,43255.78,35539.08,44176.43,43083.79,21:11:23.955
stockN,27156.90,23507.71,37151.28,30926.14,21:11:29.051
stockB,59622.32,56748.00,61086.61,61058.24,21:11:35.661
stockR,39333.88,38545.66,45723.34,45713.11,21:11:51.561
stockU,29226.10,22578.81,41868.50,33553.64,21:12:08.940
stockL,44864.72,34743.90,54519.31,39362.52,21:12:11.147
stockN,34162.07,17019.26,35808.54,34397.93,21:12:16.750
stockH,38606.44,36390.12,39607.45,36810.85,21:12:22.038
stockX,38777.34,19591.98,51275.16,44998.96,21:12:32.089
stockT,54880.54,51014.51,56628.85,51889.50,21:12:33.698
stockW,37309.10,36989.96,37468.79,37436.45,21:12:45.463
stockM,32998.54,18722.70,57187.58,38442.31,21:12:59.854
stockM,48363.42,45521.77,59441.02,53225.73,21:13:00.977
stockG,27938.73,27563.98,37696.94,37667.56,21:13:02.695
stockF,46241.49,37197.35,56121.20,53675.42,21:13:04.474
stockZ,42146.66,41898.15,46542.97,44293.31,21:13:06.012
stockY,30483.13,17768.42,37133.35,31249.75,21:13:21.399
stockT,36283.74,27774.60,38974.37,33234.71,21:13:27.098
stockN,38521.34,37941.21,38608.43,38159.98,21:13:29.660
stockD,22356.61,22020.80,24096.29,22052.43,21:13:36.671
stockU,33422.54,27525.53,44497.65,43779.61,21:13:48.294
stockJ,32359.92,30107.43,52361.24,33959.47,21:13:48.382
stockG,53225.26,43627.24,54376.64,47383.09,21:13:55.362
stockZ,35186.33,34128.23,35925.77,34533.09,21:14:06.650
stockE,34177.95,31516.91,37084.60,32759.03,21:14:19.921
stockY,46576.53,32474.97,48963.90,33015.99,21:14:23.858
stockV,36421.93,35285.51,36693.89,35463.02,21:14:30.292
stockK,31990.12,30782.29,35638.81,33952.41,21:14:31.620
stockF,32908.23,28304.10,49285.71,42952.05,21:14:58.771
stockM,43773.63,29862.73,49492.34,30798.96,21:15:03.182
stockR,36343.10,35900.98,38504.46,38221.96,21:15:04.683
stockX,48630.72,43196.57,50057.03,44755.57,21:15:20.304
stockC,39956.71,36646.07,44808.95,39920.88,21:15:22.645
stockU,37728.47,33800.05,40490.08,38961.43,21:15:34.942
stockB,39445.24,29305.02,41707.65,39458.65,21:15:35.412
stockT,34703.95,33872.02,34949.01,34155.11,21:15:36.650
stockW,27535.01,26261.18,27601.14,26954.56,21:15:52.057
stockX,41276.13,40026.55,43424.54,42172.06,21:16:02.695
stockF,54333.34,28746.56,60073.21,40415.91,21:16:09.543
stockA,37025.45,34377.90,50930.93,35632.53,21:16:21.615
stockV,34082.81,31150.93,46225.53,39605.35,21:16:22.520
stockM,39348.42,34133.28,52422.36,35137.01,21:16:26.115
stockN,22353.96,21352.25,29988.07,21416.99,21:16:31.401
stockT,53064.36,41338.60,69474.84,67509.04,21:16:40.313
stockA,38896.74,27479.75,45882.30,45753.07,21:16:50.176
stockK,37193.71,30506.58,40636.75,33844.19,21:17:08.190
stockT,31574.41,31359.89,32271.20,32101.47,21:17:13.550
stockW,32612.67,26519.48,47056.05,46198.90,21:17:14.621
stockR,44289.57,34914.55,46379.01,46292.87,21:17:24.999
stockF,34976.54,33534.59,41759.21,41755.35,21:17:55.079
stockB,29334.16,24079.46,42244.98,42094.14,21:18:04.983
stockU,37153.19,35490.04,37921.60,36761.30,21:18:09.113
stockA,40216.99,36843.15,42283.14,38367.71,21:18:10.457
stockQ,40924.93,31748.92,42554.41,37120.45,21:18:23.838
stockL,22665.20,14857.30,35450.72,21651.42,21:18:38.964
stockD,39811.88,26673.71,59413.52,54142.20,21:19:04.085
stockO,33876.40,21812.34,48968.53,35931.15,21:19:26.306
stockR,27950.90,25625.58,34303.78,32821.18,21:19:31.964
stockY,31554.05,31535.06,31726.66,31705.78,21:19:32.985
stockT,43219.32,32540.00,55240.07,42072.24,21:19:36.005
stockS,43370.15,42669.66,48959.06,44043.83,21:19:36.935
stockX,41967.33,34968.72,49746.92,49281.83,21:19:54.312
stockN,38016.24,33564.82,44618.92,39917.15,21:20:00.549
stockB,33114.05,23931.85,35286.67,25724.79,21:20:03.470
stockC,45445.89,34433.38,52897.96,47537.71,21:20:09.896
stockC,42425.97,19558.80,45452.93,25846.99,21:20:40.939
stockM,43121.63,34403.63,43522.95,39308.36,21:20:45.500
stockW,30930.46,29650.82,31243.93,30515.39,21:21:17.383
stockM,60525.54,41210.27,67689.85,58596.19,21:21:38.205
stockP,50162.31,40320.24,51081.19,44240.22,21:21:39.280
stockH,36774.95,25401.40,40337.76,30941.96,21:22:00.832
stockM,22949.41,16658.84,58516.89,52046.12,21:22:01.580
stockU,37675.42,28485.44,39247.41,31953.48,21:22:11.787
stockC,29450.22,18878.24,47590.61,19869.68,21:22:29.745
stockY,43320.60,38319.39,44881.86,43656.09,21:22:40.993
stockD,37952.56,37889.82,37996.14,37916.06,21:22:42.061
stockG,37146.63,35118.36,46233.73,36500.84,21:22:45.358
stockN,40664.98,27171.12,58442.32,30798.11,21:22:54.158
stockB,57073.30,53077.07,60185.40,55503.52,21:23:05.247
stockA,37483.46,29425.11,40560.37,32355.44,21:23:15.845
stockP,39513.51,28035.87,45290.93,33348.10,21:23:15.846
stockB,26851.41,23384.81,41243.81,33021.78,21:23:25.756
stockQ,54378.78,53898.31,55451.15,55163.37,21:24:12.794
stockK,44544.88,39942.29,60909.98,55723.45,21:24:16.653
stockW,43697.99,42150.14,45721.45,42404.91,21:24:36.756
stockO,54360.26,18371.95,55611.62,18643.40,21:24:37.996
stockP,22389.79,21553.95,43946.15,40353.80,21:24:38.776
stockQ,38103.93,36257.24,41588.25,40352.06,21:24:51.171
stockY,34089.96,20921.18,37156.67,34012.45,21:24:54.216
stockL,34951.61,20519.53,36697.95,34065.45,21:24:59.858
stockQ,49258.72,42049.90,50716.62,44405.41,21:25:08.543
stockP,35254.66,31835.23,40778.74,39776.67,21:25:12.955
stockP,49322.01,43678.62,52685.32,46982.08,21:25:15.451
stockQ,20801.92,18205.77,40161.78,21796.59,21:25:20.513
stockO,33993.08,20739.60,40372.78,21441.58,21:25:30.424
stockQ,28450.53,19694.24,46041.30,34929.86,21:25:31.366
stockL,36397.24,35931.89,36734.95,36125.60,21:25:45.490
stockD,38964.68,38919.71,44665.53,41352.81,21:25:59.384
stockA,26002.88,22546.27,47649.13,40147.55,21:26:22.496
stockX,50312.64,34101.67,64037.20,48836.21,21:26:28.096
stockK,29678.04,27612.97,32864.31,27747.79,21:26:31.054
stockD,39184.03,38097.99,39640.43,38421.04,21:26:34.971
stockU,42667.72,22578.08,52469.17,22758.38,21:26:35.571
stockJ,44568.66,39861.89,59878.27,58067.92,21:26:38.016
stockZ,21401.17,9559.79,55260.50,53526.33,21:26:50.313
stockN,24060.19,19094.73,25365.02,21996.68,21:26:50.615
stockE,47951.99,42888.39,53901.68,52208.64,21:27:08.665
stockE,46803.55,31343.09,46909.67,46575.96,21:27:09.934
stockM,33053.70,30581.63,35088.16,31357.39,21:27:18.101
stockU,44544.35,30321.26,50659.77,48167.05,21:27:23.075
stockU,38183.08,37682.41,48169.13,46567.49,21:27:33.102
stockL,30896.43,30660.17,31039.87,30893.14,21:27:50.060
stockM,47208.77,47183.36,54668.99,50788.15,21:27:51.118
stockU,38862.11,34118.70,44966.97,44270.51,21:27:55.345
stockB,24316.18,22605.41,29603.49,23997.85,21:28:10.121
stockY,40678.52,37390.99,44455.05,40544.35,21:28:19.516
stockY,37040.65,33179.67,38950.94,35634.81,21:28:24.551
stockA,28577.29,26499.08,29115.68,28293.81,21:28:34.845
stockT,43744.73,37183.81,45849.55,45684.98,21:28:49.537
stockS,31867.28,30776.13,33711.35,31313.28,21:29:08.270
stockY,46581.53,27230.18,48528.07,32672.63,21:29:22.557
stockT,28496.70,21407.35,43487.89,38375.12,21:29:22.843
stockM,39421.11,37499.23,47820.11,43169.91,21:29:30.867
stockK,41708.31,17112.52,47292.49,21107.02,21:29:52.808
stockD,27998.64,19939.27,42757.54,30911.28,21:30:00.342
stockU,14089.64,12163.11,18118.59,17128.17,21:30:09.714
stockV,23096.16,21012.93,33311.11,23367.05,21:30:11.102
stockN,36058.44,32560.13,49489.95,41766.86,21:30:35.496
stockG,28218.35,26353.32,32393.69,31319.75,21:30:39.112
stockE,48531.78,45872.62,64918.97,48603.44,21:30:43.982
stockT,37308.08,36571.87,38259.77,37257.84,21:31:06.668
stockH,23749.80,21620.35,32734.69,29266.93,21:31:10.664
stockH,35363.21,24250.73,44441.92,24717.94,21:31:16.170
stockK,37497.12,32210.33,39047.67,32854.01,21:31:33.022
stockP,38048.01,32865.16,41370.48,37031.45,21:31:36.747
stockD,45001.73,44646.36,45571.56,44745.92,21:31:39.870
stockD,37746.42,30724.05,66602.28,55847.90,21:31:40.457
stockD,60452.65,50878.97,60842.88,55544.28,21:31:46.466
stockB,31264.96,29792.43,31455.43,29859.66,21:31:47.558
stockC,40083.66,38433.61,51499.02,39810.30,21:31:50.385
stockX,51038.61,27977.53,51678.77,47822.69,21:32:11.862
stockI,33462.05,22032.71,40561.76,27264.77,21:32:12.512
stockV,63707.61,47814.25,72239.23,48122.55,21:32:16.294
stockD,38321.80,33725.22,40533.97,33872.70,21:32:19.080
stockE,35811.90,23842.48,42760.16,33166.91,21:32:24.157
stockG,51451.04,31046.49,52472.44,36195.81,21:32:46.346
stockW,31386.70,30126.36,41030.32,34769.66,21:32:47.471
stockN,40013.84,34476.36,47587.75,37730.89,21:32:55.692
stockC,32745.74,28801.49,40120.59,29283.51,21:32:57.472
stockM,52173.14,51898.47,52368.96,51984.92,21:33:02.845
stockO,39418.30,38757.59,39500.22,39139.20,21:33:17.407
stockX,31548.48,21142.20,31728.49,31589.87,21:33:40.155
stockF,28657.35,23551.87,37035.97,28002.65,21:33:43.854
stockT,44197.52,40938.31,50204.97,45304.40,21:33:49.782
stockY,49205.86,43263.69,50442.40,46284.81,21:34:00.758
stockW,31131.79,18758.07,56559.41,43861.40,21:34:07.295
stockP,50040.82,45719.27,55859.68,50953.36,21:34:10.227
stockW,45399.33,36856.55,46226.61,44425.07,21:34:30.871
stockJ,36021.63,21255.47,48200.54,31317.25,21:34:33.030
stockQ,32892.66,29277.21,40333.77,33972.28,21:34:34.608
stockU,40189.17,32390.12,40351.46,32850.24,21:34:56.949
stockQ,22573.42,22303.37,22841.24,22461.70,21:35:03.882
stockC,40170.34,39030.91,47533.81,44066.58,21:35:16.676
stockS,41776.73,40531.59,44734.47,41365.30,21:35:35.825
stockP,35584.73,35065.38,37171.47,35837.97,21:35:39.558
stockY,34189.93,33186.21,36502.28,33823.93,21:35:41.114
stockS,61377.32,46001.69,63211.48,58299.99,21:35:41.118
stockJ,35721.92,33935.77,43670.06,37813.24,21:35:45.567
stockV,43508.08,35517.29,50441.01,44357.00,21:35:47.274
stockW,30758.77,28696.08,35352.09,32306.43,21:36:05.833
stockQ,33867.75,19337.35,44189.94,20301.39,21:36:09.381
stockR,40469.11,35629.50,44647.33,41798.22,21:36:15.562
stockW,38933.31,29423.19,43401.10,30723.36,21:36:25.662
stockJ,37237.97,36253.15,41245.63,36992.21,21:36:46.087
stockR,42845.77,37479.97,45810.29,43244.12,21:36:55.674
stockY,39660.21,35625.03,39780.52,38393.26,21:37:03.875
stockA,27685.70,25757.62,36945.24,28113.44,21:37:26.075
stockM,22555.68,15454.45,31345.20,24414.82,21:37:30.922
stockA,26866.87,20755.56,36641.56,26202.21,21:37:31.756
stockB,30349.02,29954.70,30612.18,30460.15,21:37:41.456
stockE,39101.38,37658.76,39773.41,38116.21,21:37:46.072
stockR,43752.87,37228.70,53926.76,51268.51,21:38:04.327
stockB,52446.06,42434.80,58317.45,55579.17,21:38:07.034
stockN,40075.03,33627.46,44557.61,37035.48,21:38:07.693
stockP,46429.44,33676.69,47241.31,46128.95,21:38:11.537
stockW,38673.89,13830.71,48184.60,35410.90,21:38:15.076
stockN,32480.45,31998.37,37506.75,33177.98,21:38:24.146
stockZ,38615.73,30252.24,43079.29,33249.34,21:38:28.756
stockE,44944.23,41860.40,46072.57,44229.00,21:38:33.903
stockV,47819.50,45095.71,48048.44,47479.24,21:38:58.440
stockR,42582.79,39477.44,45617.08,40881.83,21:39:22.404
stockH,44329.88,32017.96,60738.53,51085.17,21:39:25.172
stockT,45788.86,37589.41,52823.32,39397.21,21:39:40.252
stockB,22793.61,14990.63,29620.01,17292.68,21:39:42.079
stockO,28296.38,28063.46,53924.92,37937.08,21:39:54.507
stockG,40433.46,39345.72,41015.85,39932.29,21:39:54.577
stockV,46420.14,32871.82,46544.91,35600.84,21:39:58.968
stockF,41745.85,37977.39,46443.05,41766.87,21:40:21.194
stockI,32921.30,31404.08,51738.06,37711.61,21:40:23.252
stockT,23664.20,19087.49,29212.77,24437.55,21:40:32.361
stockN,28511.25,24320.66,39198.03,24863.11,21:40:36.881
stockN,59113.53,40209.95,59629.17,48430.08,21:40:39.887
stockX,27189.83,25973.23,27345.09,26123.17,21:40:55.183
stockW,44904.22,33530.67,46492.99,45168.40,21:41:11.206
stockF,31464.73,31019.95,32756.70,31717.65,21:41:14.328
stockF,21369.61,20908.71,22970.44,21388.76,21:41:49.894
stockR,32174.68,29682.52,37403.49,32380.43,21:42:16.386
stockW,32355.45,27256.74,41627.04,38839.43,21:42:21.223
stockN,52219.76,47438.41,55543.73,52408.61,21:42:58.119
stockF,30156.31,29555.76,56238.40,43433.07,21:43:03.095
stockE,52977.00,47763.44,53250.12,52676.39,21:43:09.135
stockU,47853.81,43397.16,51316.92,45152.65,21:43:13.564
stockD,39543.02,33879.63,40210.60,37475.08,21:43:17.145
stockQ,38817.16,38536.28,39714.74,39113.61,21:43:28.796
stockA,29806.18,28870.49,46356.45,31823.45,21:43:30.087
stockH,43606.72,38179.78,44588.54,40968.39,21:44:12.160
stockU,39219.25,39219.00,39299.68,39224.09,21:44:27.660
stockA,48199.70,47210.04,49545.23,47793.70,21:44:38.678
stockF,33893.02,33650.22,42501.88,34202.08,21:44:42.307
stockZ,60209.68,29858.56,63834.88,52704.28,21:44:51.172
stockI,31684.68,23160.37,37747.83,28478.12,21:44:51.477
stockC,48296.54,41406.26,52795.23,43025.87,21:45:11.801
stockA,23450.12,23417.46,24610.45,23525.10,21:45:30.152
stockP,14603.77,14479.65,14752.52,14671.12,21:45:42.083
stockS,62575.10,59472.13,63204.35,62755.95,21:45:57.379
stockJ,41239.06,28462.46,49847.63,48555.77,21:46:06.532
stockK,34762.13,32998.51,36692.60,35802.84,21:46:15.042
stockJ,36391.45,30711.73,47188.61,33023.14,21:46:19.899
